Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
676,1,7yio8rqcy9vth90ps5f5j0s0l,243904,9,23,Left Back,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,80.0%,60.0%,3,0,0,0,0,5,0,17.9,0,-,0,0.00,0,0,0,0,1,1,50.0%,0,0,0,0.00,0.00,0.00,0,0,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,7yio8rqcy9vth90ps5f5j0s0l:2126221,HFX vs PAC (2020-08-15)
691,1,4g57cr61ps0y0w29dv3f5s3c9,199133,26,24,Central Midfielder,Mastanabal,Kacher,M. Kacher,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,-,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,66.7%,66.7%,2,0,0,0,0,3,0,37.6,0,0.0%,1,0.00,0,0,0,0,1,1,50.0%,0,0,0,0.00,0.00,0.00,0,0,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,4g57cr61ps0y0w29dv3f5s3c9:2126228,VAL vs CAV (2020-08-16)
691,1,6rsihixcpnuyulgk4giwpzvth,228121,12,25,Right Centre Back,Dominic,Samuel,D. Samuel,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,1,100.0%,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,2,0,100.0%,100.0%,1,0,1,0,1,1,0,16.4,0,-,0,0.00,0,0,0,0,0,0,100.0%,1,0,0,0.00,0.00,0.00,0,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,6rsihixcpnuyulgk4giwpzvth:2126218,FOR vs CAV (2020-08-14)
691,1,882vd5rnobx3xba2sb99k49gp,421823,15,20,Central Midfielder,Alessandro,Hojabrpour,A. Hojabrpour,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0.03,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,1,100.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,33.3%,33.3%,1,0,0,0,1,2,0,14.9,0,0.0%,1,0.00,30,0,0,0,0,0,0.0%,1,0,0,0.03,0.00,0.03,0,0,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,882vd5rnobx3xba2sb99k49gp:2126242,FOR vs PAC (2020-08-22)
691,1,5ep5673eihbif5vkbzctjj0x6,484651,10,25,Centre Attacking Midfielder,Omar,Kreim,O. Kreim,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,2,0,2,50.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0.0%,0.0%,0,0,0,0,0,1,0,7.0,2,-,0,0.00,0,0,0,0,0,0,-,1,1,0,0.00,0.00,0.00,0,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,5ep5673eihbif5vkbzctjj0x6:2126238,HFX vs FOR (2020-08-20)
691,1,ekpuqpny9mue83orafcamp2i,490180,10,17,Centre Attacking Midfielder,Aribim,Pepple,A. Pepple,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0.00,0,0,0.07,0,0,0,1,1,2,1,0,0,0,0,0,6,2,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,100.0%,33.3%,0,1,0,1,0,2,0,9.8,0,-,0,0.00,0,0,0,0,0,0,33.3%,0,0,0,0.00,0.00,0.00,1,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,ekpuqpny9mue83orafcamp2i:2126218,FOR vs CAV (2020-08-14)
691,1,ekpuqpny9mue83orafcamp2i,490180,6,17,Centre Attacking Midfielder,Aribim,Pepple,A. Pepple,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,1,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0.0%,100.0%,0,1,0,1,0,0,0,12.4,0,0.0%,1,0.00,0,0,0,0,0,0,-,1,0,0,0.00,0.00,0.00,0,0,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,ekpuqpny9mue83orafcamp2i:2126258,CAV vs PAC (2020-08-30)
691,1,70nre4jhk68koi0istju9v9ey,501440,9,26,Defensive Midfielder,Ibrahima,Sanoh,I. Sanoh,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0.79,1,0,0.00,1,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0.0%,50.0%,0,1,0,2,0,0,0,10.9,0,50.0%,2,0.00,0,0,1,1,1,1,-,0,0,0,0.00,0.79,0.00,0,0,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,70nre4jhk68koi0istju9v9ey:2126221,HFX vs PAC (2020-08-15)
698,1,1mg5xen2me6dsqu3b0lktvnbp,81402,19,31,Right Midfielder,Marcus,Haber,M. Haber,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0.00,0,0,0.10,0,0,0,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0.0%,80.0%,1,3,0,3,1,1,0,15.5,0,0.0%,1,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,2,0,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,16614,1mg5xen2me6dsqu3b0lktvnbp:2126251,ATO vs CAV (2020-08-27)
698,1,bwozu57m3yt2hypmbqe1hlbyt,210152,7,23,Central Midfielder,Moses,Dyer,M. Dyer,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,-,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,0,50.0%,75.0%,1,1,1,1,1,2,0,16.0,0,-,0,0.00,0,0,0,0,0,0,50.0%,0,0,0,0.00,0.00,0.00,0,0,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,6925,bwozu57m3yt2hypmbqe1hlbyt:2126254,VAL vs EDM (2020-08-29)
698,1,7i19hu44byapft1lpm3okbb3d,172747,9,25,Right Attacking Midfielder,Josh,Heard,J. Heard,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,2,0.05,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,25.0%,50.0%,1,1,0,3,0,1,0,12.7,0,-,0,0.00,18,0,0,0,0,0,0.0%,0,0,0,0.05,0.00,0.05,0,0,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15381,7i19hu44byapft1lpm3okbb3d:2126258,CAV vs PAC (2020-08-30)
698,1,3176i3h6iv1ufsp88prhhmjqi,209693,6,22,Central Midfielder,Elliot,Simmons,E. Simmons,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0.0%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,33.3%,66.7%,0,2,0,2,0,1,0,17.4,1,-,0,0.00,0,0,0,0,0,0,0.0%,0,0,0,0.00,0.00,0.00,0,0,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,3176i3h6iv1ufsp88prhhmjqi:2126258,CAV vs PAC (2020-08-30)
698,1,c0bz7h3es1ym0n5he0l4ntzop,172568,32,23,Centre Forward,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0.04,0,0,0.28,0,0,0,1,1,0,0,0,1,0,0,0,5,2,0,0,0,0,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0.0%,66.7%,0,2,0,2,0,1,0,9.5,0,33.3%,3,0.00,23,0,0,0,1,1,-,0,0,0,0.04,0.00,0.04,1,0,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,c0bz7h3es1ym0n5he0l4ntzop:2126258,CAV vs PAC (2020-08-30)
698,1,49rr75teem0kobuhr4cesh756,484653,10,20,Left Attacking Midfielder,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0.07,0,0,0.00,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,33.3%,66.7%,1,1,0,1,1,1,0,25.7,0,-,0,0.00,15,0,0,0,0,0,0.0%,0,0,0,0.07,0.00,0.07,0,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,49rr75teem0kobuhr4cesh756:2126218,FOR vs CAV (2020-08-14)
698,1,5ep5673eihbif5vkbzctjj0x6,484651,11,25,Right Winger,Omar,Kreim,O. Kreim,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,50.0%,100.0%,2,0,0,0,0,2,0,18.9,0,-,0,0.00,0,0,0,0,1,1,100.0%,0,0,1,0.00,0.00,0.00,0,0,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,6925,5ep5673eihbif5vkbzctjj0x6:2126249,EDM vs HFX (2020-08-27)
698,1,7yio8rqcy9vth90ps5f5j0s0l,243904,12,23,Second Striker,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,20.0%,60.0%,1,2,0,2,0,3,0,14.8,0,100.0%,1,0.00,0,0,0,0,0,0,0.0%,0,0,0,0.00,0.00,0.00,0,0,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,6925,7yio8rqcy9vth90ps5f5j0s0l:2126249,EDM vs HFX (2020-08-27)
706,1,2scpcmidt9xp5k5jljwfh9bs9,245598,15,24,Left Winger,Jair Ayrton,Córdova Carpio,J. Córdova,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.00,0,0,0.04,0,0,0,1,1,0,0,0,1,0,0,0,4,3,0,0,0,0,0.0%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0.0%,100.0%,1,2,0,2,0,1,0,14.5,1,0.0%,2,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,1,0,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,2scpcmidt9xp5k5jljwfh9bs9:2126258,CAV vs PAC (2020-08-30)
706,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,4,24,Centre Forward,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,-,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,66.7%,33.3%,1,0,0,1,0,2,0,25.6,0,-,0,0.00,0,0,0,0,0,0,50.0%,0,0,0,0.00,0.00,0.00,0,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,ahyd5vf8f8cyoiefm8hsimzu1:2126238,HFX vs FOR (2020-08-20)
706,1,32fe58rlsvv1h3qthbhol08yy,481846,19,26,Centre Forward,Anthony,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.11,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0.0%,100.0%,1,0,0,0,0,1,0,10.5,0,0.0%,2,0.00,10,0,0,0,0,0,-,0,0,0,0.11,0.00,0.11,0,0,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,32fe58rlsvv1h3qthbhol08yy:2126242,FOR vs PAC (2020-08-22)
706,1,6f3bomrp6vjzdcasrvoq5c4x5,448292,5,23,Left Back,Fugo,Segawa,F. Segawa,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,-,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0.0%,100.0%,0,0,1,0,1,0,0,9.9,0,-,0,0.00,0,0,0,0,1,1,-,1,0,0,0.00,0.00,0.00,0,0,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,6f3bomrp6vjzdcasrvoq5c4x5:2126241,Y9 vs VAL (2020-08-22)
706,1,dddc2rref3vx6g3m9l73rp9be,425629,6,22,Central Midfielder,Michel,Djaozandry,M. Djaozandry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,0,1,50.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0.0%,100.0%,1,0,0,0,0,1,0,9.3,1,-,0,0.00,0,0,0,0,0,0,-,1,0,0,0.00,0.00,0.00,0,0,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,15377,dddc2rref3vx6g3m9l73rp9be:2126257,ATO vs FOR (2020-08-30)
711,1,c11tg3waak6my0tyjpq9qeuzu,438073,12,18,Right Centre Back,Gianfranco,Facchineri,G. Facchineri,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,-,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0%,0.0%,0,0,0,0,0,1,0,49.8,0,-,0,0.00,0,0,0,0,0,0,0.0%,2,0,0,0.00,0.00,0.00,0,0,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,15381,c11tg3waak6my0tyjpq9qeuzu:2126251,ATO vs CAV (2020-08-27)
711,1,6z58yyouaevipxrmrmorcz0no,509124,9,18,Central Midfielder,Isaiah,Johnston,I. Johnston,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,100.0%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100.0%,0.0%,0,0,0,0,0,1,0,55.7,0,-,0,0.00,0,0,0,0,0,0,0.0%,1,0,0,0.00,0.00,0.00,0,0,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,6z58yyouaevipxrmrmorcz0no:2126232,PAC vs Y9 (2020-08-19)
711,1,4t92bvofxxvfqe6f2w9gs8t0p,200948,2,23,Centre Forward,Cory,Bent,C. Bent,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0%,0.0%,0,0,0,0,0,1,0,7.6,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,6925,4t92bvofxxvfqe6f2w9gs8t0p:2126249,EDM vs HFX (2020-08-27)
714,1,6twhs1y8bihm7vc9dib8hgezt,224762,2,21,Right Back,Klaidi,Cela,K. Cela,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0.0%,0.0%,0,0,0,1,0,0,0,5.4,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,6twhs1y8bihm7vc9dib8hgezt:2126238,HFX vs FOR (2020-08-20)
714,1,dvm23d66qze0kmrzxft68a0ru,483640,9,26,Defensive Midfielder,Matthew,Arnone,M. Arnone,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0%,100.0%,0,0,1,0,1,0,0,13.8,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,dvm23d66qze0kmrzxft68a0ru:2126232,PAC vs Y9 (2020-08-19)
