Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
71,5,eyems8p1wpp6df9w1wz6rdvpx,203479,228,27,Defensive Midfielder,Ben,McKendry,B. McKendry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,117,41,50,0.03,0,0,0.09,0,0,0,2,2,0,0,0,17,0,0,0,158,11,4,11,2,20,78.9%,2,2,17,0,2,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,36,35,87,1,29.1%,77.8%,57,22,12,25,22,70,0,19.5,4,50.0%,4,0.00,24,0,0,0,2,2,55.9%,8,9,3,0.03,0.00,0.03,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:eyems8p1wpp6df9w1wz6rdvpx,Canadian Premier League 2020 (Canada)
72,5,db3mtdls95klppptl1n96ezf9,92442,290,30,Central Midfielder,Kyle,Porter,K. Porter,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,13,1,102,35,53,0.51,1,1,0.35,1,0,2,3,5,1,0,0,8,1,0,0,157,16,2,1,3,9,75.0%,2,1,11,1,0,2,1,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,57,15,85,5,31.4%,86.3%,67,17,4,21,6,75,0,21.3,1,20.0%,5,0.00,12,0,1,1,8,20,75.0%,5,3,1,0.06,0.45,0.51,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:db3mtdls95klppptl1n96ezf9,Canadian Premier League 2020 (Canada)
73,4,cseaof8mo75i2fufyg0b4bpat,133078,301,25,Right Midfielder,Fraser,Aird,F. Aird,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,1,5,3,2,0,2,2,2,0,1,1,2,0,1,0,0,0,0,0,0,1,0,7,22,6,103,23,52,1.07,1,0,0.45,1,0,2,4,6,3,0,0,5,0,1,1,156,17,0,1,0,2,25.0%,1,0,15,2,0,5,1,0,3,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,68,22,66,3,35.0%,72.8%,37,27,11,36,17,50,0,19.7,3,0.0%,2,0.00,23,0,1,1,7,10,52.8%,2,0,0,0.13,0.94,0.28,6,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cseaof8mo75i2fufyg0b4bpat,Canadian Premier League 2020 (Canada)
74,6,6r8emgp7oeom6yyibdb4g77c9,227780,289,23,Right Winger,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,14,0,84,18,52,0.63,1,1,0.39,1,1,0,2,2,13,4,2,18,4,0,0,154,24,1,4,1,8,45.5%,2,0,9,2,1,1,2,4,3,3,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,85,18,51,16,17.9%,83.3%,29,38,3,44,4,36,0,15.3,6,-,0,0.00,10,0,1,1,12,12,66.7%,4,1,3,0.63,0.00,0.63,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6r8emgp7oeom6yyibdb4g77c9,Canadian Premier League 2020 (Canada)
74,3,7v7c25arh4yqd7tz8demrxa6t,231573,229,27,Left Back,Brett,Levis,B. Levis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6,101,37,46,0.04,0,1,0.12,0,0,1,1,2,5,0,0,12,4,0,0,154,14,1,3,7,16,57.1%,3,2,14,1,1,2,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,36,41,77,1,35.6%,82.2%,48,22,13,24,20,57,0,17.5,3,50.0%,4,0.00,19,0,0,0,1,3,55.6%,12,4,0,0.04,0.00,0.04,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7v7c25arh4yqd7tz8demrxa6t,Canadian Premier League 2020 (Canada)
76,5,4ezd4d37kbb1249qd7bvi0dzp,208512,339,31,Central Midfielder,Jamar,Dixon,J. Dixon,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,17,5,112,31,59,0.92,1,0,0.36,1,1,0,2,2,4,0,0,15,2,0,0,149,20,5,4,2,14,90.0%,3,2,16,1,4,9,1,0,1,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,35,24,90,3,33.9%,80.4%,62,20,8,25,15,72,0,19.4,1,40.0%,5,0.00,25,0,1,1,0,0,68.4%,5,7,2,0.06,0.86,0.92,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4ezd4d37kbb1249qd7bvi0dzp,Canadian Premier League 2020 (Canada)
76,5,58elvwym7gnql18liaoa6zo16,481627,289,25,Defensive Midfielder,Ajay,Khabra,A. Khabra,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,124,51,54,0.06,0,0,0.05,0,0,0,1,1,0,0,0,9,0,0,0,149,18,1,3,0,7,57.1%,3,1,16,1,2,6,0,3,0,0,1,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,23,37,89,1,34.7%,84.7%,66,19,20,19,24,81,0,14.6,3,40.0%,5,0.00,15,0,0,0,1,1,67.4%,5,0,2,0.06,0.00,0.06,1,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:58elvwym7gnql18liaoa6zo16,Canadian Premier League 2020 (Canada)
78,3,6f3bomrp6vjzdcasrvoq5c4x5,448292,185,23,Left Back,Fugo,Segawa,F. Segawa,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,101,55,37,0.04,0,0,0.07,0,0,0,2,2,0,0,0,10,0,0,0,147,10,0,2,2,10,40.0%,4,2,6,1,2,1,1,3,3,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,26,52,69,2,28.7%,91.1%,58,15,19,15,27,59,0,16.8,3,50.0%,2,0.00,17,0,0,0,3,3,72.4%,9,0,1,0.04,0.00,0.04,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6f3bomrp6vjzdcasrvoq5c4x5,Canadian Premier League 2020 (Canada)
79,5,4g57cr61ps0y0w29dv3f5s3c9,199133,282,24,Central Midfielder,Mastanabal,Kacher,M. Kacher,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,1,1,1,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,20,5,93,26,42,0.23,1,0,0.27,0,0,2,2,4,10,2,0,10,3,1,0,143,13,0,0,1,1,0.0%,0,0,14,0,1,1,2,3,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,75,17,51,12,23.7%,73.1%,29,30,9,38,13,42,0,18.0,2,50.0%,2,0.00,18,0,0,0,2,9,50.0%,0,0,1,0.19,0.04,0.23,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4g57cr61ps0y0w29dv3f5s3c9,Canadian Premier League 2020 (Canada)
80,5,ahyd5vf8f8cyoiefm8hsimzu1,204540,238,24,Centre Forward,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,1,5,4,1,1,1,0,0,0,1,1,0,0,3,0,2,0,0,1,1,2,1,3,25,0,85,27,33,1.49,3,0,0.13,2,0,1,1,2,8,0,0,14,3,0,0,136,25,1,4,2,8,62.5%,1,0,9,3,2,2,0,2,1,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,5,59,12,65,7,30.6%,70.6%,35,22,3,33,3,49,0,16.7,3,33.3%,9,0.00,15,0,2,2,0,5,46.2%,3,4,1,0.70,0.79,0.70,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ahyd5vf8f8cyoiefm8hsimzu1,Canadian Premier League 2020 (Canada)
80,5,4t92bvofxxvfqe6f2w9gs8t0p,200948,279,23,Right Midfielder,Cory,Bent,C. Bent,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,6,73,12,32,0.13,0,0,0.46,0,1,1,3,4,9,0,0,22,4,1,0,136,25,4,2,2,10,42.9%,1,0,17,5,1,2,3,4,3,3,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,64,28,44,7,31.5%,60.3%,18,20,6,29,12,32,1,18.7,8,33.3%,6,0.00,18,1,0,0,7,16,34.8%,7,1,2,0.13,0.00,0.13,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4t92bvofxxvfqe6f2w9gs8t0p,Canadian Premier League 2020 (Canada)
82,5,6rj6gpjhz8sk2405943kpii1h,167886,254,25,Central Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,3,1,2,1,2,2,0,2,1,0,0,0,0,1,1,0,0,0,1,0,4,1,16,3,82,23,40,1.63,1,0,0.20,2,0,2,3,5,5,0,0,16,4,0,0,134,7,3,1,0,5,80.0%,0,0,7,1,0,0,2,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,59,18,57,8,32.9%,76.8%,33,22,8,31,11,40,0,19.8,1,0.0%,2,0.00,19,0,2,0,5,13,59.3%,2,2,1,0.85,0.79,0.85,5,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6rj6gpjhz8sk2405943kpii1h,Canadian Premier League 2020 (Canada)
83,3,3ucemntfw84vk7op9z7wnf36d,428321,270,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,95,59,8,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,131,1,0,0,0,1,-,1,0,3,0,1,0,0,3,0,0,0,2,1,0,0,0,5,5,0,0,7,0,0,6,0,0,0,7,5,2,0,1,1,4,2,0,0,0,5,0,0,0,131,0,0,40.0%,70.5%,0,0,67,0,95,0,0,33.4,0,100.0%,2,3.77,0,0,0,0,0,0,39.5%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3ucemntfw84vk7op9z7wnf36d,Canadian Premier League 2020 (Canada)
84,5,al5jt5ntx6alvfvo3tq1py6i2,483414,171,22,Central Midfielder,Zachary,Verhoven,Z. Verhoven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,0,2,2,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,9,4,57,9,35,0.23,1,1,0.84,0,1,2,6,8,13,1,1,17,9,0,0,127,22,4,2,3,10,42.9%,0,0,9,2,1,4,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,74,21,32,6,38.6%,77.2%,15,24,5,29,10,18,0,17.8,8,-,0,0.00,16,0,0,0,9,13,54.5%,6,2,2,0.23,0.00,0.23,7,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:al5jt5ntx6alvfvo3tq1py6i2,Canadian Premier League 2020 (Canada)
85,4,bewzox1rnh1n28tkj5k0rmrqh,224756,179,21,Right Back,Dante,Campbell,D. Campbell,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,81,27,33,0.00,0,0,0.04,0,0,0,1,1,2,0,0,9,0,0,0,126,13,1,3,4,11,44.4%,2,1,16,1,0,3,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,27,35,64,2,46.9%,74.1%,33,14,13,16,21,44,0,17.9,5,33.3%,3,0.00,0,0,0,0,1,1,55.3%,6,3,2,0.00,0.00,0.00,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bewzox1rnh1n28tkj5k0rmrqh,Canadian Premier League 2020 (Canada)
86,5,9wsm9vzab3uywb8rox5go6jxm,484332,315,22,Centre Forward,Easton,Ongaro,E. Ongaro,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,2,2,0,2,0,4,2,1,0,0,1,0,2,0,2,1,1,1,1,0,4,0,13,3,62,14,32,1.55,2,0,0.06,2,0,0,2,2,16,4,2,23,6,0,0,122,36,1,1,0,2,50.0%,0,0,10,2,0,2,3,0,1,1,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,77,1,44,18,16.1%,74.2%,23,22,1,30,1,31,0,14.0,2,44.0%,25,0.00,13,0,2,2,5,5,40.0%,0,0,2,1.42,0.13,1.55,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:9wsm9vzab3uywb8rox5go6jxm,Canadian Premier League 2020 (Canada)
87,4,ex7za2yvl9xrcdtr60ake2bit,222921,360,27,Goalkeeper,Nathan,Ingham,N. Ingham,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,85,50,14,0.00,0,0,0.03,0,0,0,1,1,0,0,0,2,0,0,0,117,1,0,0,0,2,-,2,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,5,5,0,0,10,0,1,2,7,1,0,9,7,3,3,4,0,2,1,0,0,0,6,0,0,0,116,1,0,63.5%,75.3%,1,0,63,0,84,1,0,34.7,0,50.0%,2,5.73,0,0,0,0,0,0,61.1%,2,0,0,0.00,0.00,0.00,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ex7za2yvl9xrcdtr60ake2bit,Canadian Premier League 2020 (Canada)
88,3,3p86lh50rfrmmlrnxsq17dwtm,484562,180,25,Left Back,Jarred,Phillips,J. Phillips,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,54,22,11,0.00,0,0,0.00,0,0,0,0,0,5,0,0,12,2,0,0,116,12,1,6,5,17,58.3%,3,2,9,0,2,0,0,2,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,55,40,0,50.0%,61.1%,21,4,8,6,19,29,0,18.9,5,0.0%,2,0.00,0,0,0,0,4,4,40.7%,15,2,0,0.00,0.00,0.00,0,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3p86lh50rfrmmlrnxsq17dwtm,Canadian Premier League 2020 (Canada)
88,3,e6cd4pwmbb7lfatlo8gc8eaj9,87810,130,34,Centre Attacking Midfielder,José Antonio,Galán Pedrosa,Galán,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,8,3,93,41,41,0.08,1,0,0.03,0,0,0,1,1,0,0,0,8,0,0,0,116,9,1,4,3,12,71.4%,4,1,12,1,1,2,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,12,30,74,1,34.4%,88.2%,61,6,15,7,19,67,0,18.4,2,50.0%,4,0.00,14,0,0,0,1,1,75.0%,8,3,1,0.08,0.00,0.08,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:e6cd4pwmbb7lfatlo8gc8eaj9,Canadian Premier League 2020 (Canada)
90,5,549bk4ar8s05kzy78wi86one2,425739,249,22,Left Attacking Midfielder,Alex,Marshall,A. Marshsall,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,60,18,33,0.11,0,1,0.64,0,1,0,3,3,9,0,0,22,7,1,1,115,24,2,1,1,5,60.0%,1,0,10,4,2,2,1,2,3,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9,54,11,50,4,33.3%,85.0%,28,19,4,23,4,33,0,18.1,2,66.7%,9,0.00,23,0,0,0,1,8,75.0%,2,1,2,0.11,0.00,0.11,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:549bk4ar8s05kzy78wi86one2,Canadian Premier League 2020 (Canada)
90,4,dl4wkt9bhput0z1sikhu15562,483117,227,21,Left Back,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,62,30,23,0.05,0,0,0.00,0,0,0,0,0,1,0,0,11,0,0,0,115,12,4,4,4,16,61.5%,2,1,12,3,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,28,46,41,3,29.0%,85.5%,23,13,17,13,21,28,0,17.0,5,50.0%,4,0.00,20,0,0,0,4,4,61.1%,13,3,0,0.04,0.02,0.05,0,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dl4wkt9bhput0z1sikhu15562,Canadian Premier League 2020 (Canada)
92,6,32fe58rlsvv1h3qthbhol08yy,481846,274,26,Centre Forward,Anthony,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,4,4,0,0,0,2,0,2,0,0,0,0,1,0,1,0,1,0,0,1,2,3,11,2,67,24,30,1.93,1,0,0.05,2,0,0,1,1,4,1,0,15,0,0,0,112,21,0,3,0,3,100.0%,0,0,6,1,1,1,3,1,5,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,54,4,54,10,10.4%,80.6%,31,21,2,29,2,36,0,12.0,0,20.0%,15,0.00,7,0,2,0,0,0,57.1%,0,2,1,1.36,0.57,1.93,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:32fe58rlsvv1h3qthbhol08yy,Canadian Premier League 2020 (Canada)
93,2,exgvhzo1zgo07og3rsnjv13v9,112996,180,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,76,37,4,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,110,0,1,0,0,2,100.0%,1,0,4,0,0,0,0,1,0,0,1,1,0,0,0,3,1,1,0,0,9,0,0,7,4,0,0,9,6,3,1,1,0,1,4,0,0,0,4,0,0,0,110,0,0,60.5%,53.9%,0,0,41,0,76,0,0,40.4,0,100.0%,2,3.40,0,0,0,0,0,0,32.6%,2,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:exgvhzo1zgo07og3rsnjv13v9,Canadian Premier League 2020 (Canada)
94,3,8ipv2tlducl1y5qq8c8f4pdk9,193101,171,21,Left Back,Vashon,Neufville,V. Neufville,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,67,15,28,0.00,0,1,0.74,0,1,0,2,2,2,0,0,6,1,0,0,109,13,1,1,3,8,100.0%,1,1,12,1,4,3,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,36,34,39,4,56.7%,64.2%,21,11,11,14,22,31,1,17.9,0,50.0%,4,0.00,0,1,0,0,7,7,47.4%,7,1,0,0.00,0.00,0.00,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8ipv2tlducl1y5qq8c8f4pdk9,Canadian Premier League 2020 (Canada)
95,3,2o538m8209nj9p29a4ujs4jpx,443433,270,26,Goalkeeper,Jason,Beaulieu,J. Beaulieu,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,79,45,9,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,107,1,0,0,0,1,-,1,0,8,0,2,0,0,3,0,0,0,1,0,0,1,0,5,4,1,0,8,0,0,2,4,2,0,6,5,3,1,5,0,1,1,0,0,1,5,0,0,0,104,3,0,60.8%,68.4%,1,0,53,0,76,3,0,32.7,0,100.0%,2,3.07,0,0,0,0,0,0,50.0%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:2o538m8209nj9p29a4ujs4jpx,Canadian Premier League 2020 (Canada)
