Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
145,3,ekpuqpny9mue83orafcamp2i,490180,41,17,Centre Attacking Midfielder,Aribim,Pepple,A. Pepple,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,8,1,4,0.28,0,0,0.07,1,0,0,1,1,4,1,0,2,1,0,0,26,10,1,0,1,2,50.0%,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,15,3,8,3,62.5%,62.5%,1,4,0,5,0,3,0,11.3,1,0.0%,1,0.00,8,0,1,0,0,0,60.0%,1,0,1,0.28,0.00,0.28,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ekpuqpny9mue83orafcamp2i,Canadian Premier League 2020 (Canada)
147,1,4sra86gx8tgu6sbmue1v5ti7e,509317,90,17,Goalkeeper,Ezequiel,Carrasco,E. Carrasco,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,18,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,25,0,0,36.4%,86.4%,0,0,19,0,22,0,0,24.5,0,-,0,1.10,0,0,0,0,0,0,62.5%,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4sra86gx8tgu6sbmue1v5ti7e,Canadian Premier League 2020 (Canada)
148,2,3e7gd7j0811kh4ibwd2wfr84p,484575,50,29,Centre Attacking Midfielder,Maksym,Kowal,M. Kowal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,2,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,22,9,0,0,2,2,0.0%,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,10,2,10,0,16.7%,58.3%,5,2,0,4,1,7,0,12.5,2,25.0%,8,0.00,0,0,0,0,0,0,0.0%,0,1,1,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3e7gd7j0811kh4ibwd2wfr84p,Canadian Premier League 2020 (Canada)
149,1,62nti15up6a14yi1featiyhd6,425640,45,21,Left Midfielder,Daniel,Kinumbe,D. Kinumbe,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,4,1,0.00,0,0,0.00,0,0,0,0,0,1,0,0,4,0,0,0,18,2,0,1,1,2,50.0%,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,5,12,0,0.0%,62.5%,4,0,1,1,2,5,0,16.8,1,-,0,0.00,0,0,0,0,0,0,-,0,2,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:62nti15up6a14yi1featiyhd6,Canadian Premier League 2020 (Canada)
150,2,7i19hu44byapft1lpm3okbb3d,172747,27,25,Right Attacking Midfielder,Josh,Heard,J. Heard,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,5,0.10,0,0,0.00,0,0,0,0,0,2,0,0,0,0,0,0,14,5,0,0,0,0,-,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,12,0,2,3,14.3%,71.4%,1,4,0,6,0,1,0,13.2,0,0.0%,1,0.00,16,0,0,0,0,0,0.0%,0,0,0,0.10,0.00,0.10,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7i19hu44byapft1lpm3okbb3d,Canadian Premier League 2020 (Canada)
151,1,zrowi3rzq9fndgtn1qozene1,421828,8,20,Centre Forward,José,Hernández,J. Hernández,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,13,0,1,1,0,5,100.0%,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,3,0,40.0%,100.0%,2,1,2,1,2,2,0,15.2,0,-,0,0.00,0,0,0,0,0,0,100.0%,5,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:zrowi3rzq9fndgtn1qozene1,Canadian Premier League 2020 (Canada)
152,1,1hdfhtafk7cehetym09wbhpm,484659,90,22,Sub - Attacker,Jace,Kotsopoulos,J. Kotsopoulos,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,2,0.05,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,12,1,0,2,0,2,100.0%,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,3,3,0.0%,57.1%,2,2,0,4,0,3,0,12.3,0,100.0%,1,0.00,0,0,0,0,0,0,-,1,0,1,0.00,0.05,0.05,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1hdfhtafk7cehetym09wbhpm,Canadian Premier League 2020 (Canada)
153,1,2bvfol1n1otgzral4w8j0ci22,434685,27,20,Centre Forward,David,Doe,D. Doe,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,-,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,4,0,66.7%,33.3%,0,1,0,1,0,2,0,8.3,0,-,0,0.00,0,0,0,0,0,0,0.0%,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:2bvfol1n1otgzral4w8j0ci22,Canadian Premier League 2020 (Canada)
153,1,ej15pecwc8l11pif9je6mo962,481763,8,19,Left Centre Back,Scott,Firth,S. Firth,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0.00,0,0,0.06,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,16.7%,100.0%,3,2,1,2,1,3,0,13.8,0,-,0,0.00,0,0,0,0,0,0,100.0%,0,0,0,0.00,0.00,0.00,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ej15pecwc8l11pif9je6mo962,Canadian Premier League 2020 (Canada)
155,1,2scpcmidt9xp5k5jljwfh9bs9,245598,15,24,Left Winger,Jair Ayrton,Córdova Carpio,J. Córdova,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0.00,0,0,0.04,0,0,0,1,1,0,0,0,1,0,0,0,4,3,0,0,0,0,0.0%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0.0%,100.0%,1,2,0,2,0,1,0,14.5,1,0.0%,2,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:2scpcmidt9xp5k5jljwfh9bs9,Canadian Premier League 2020 (Canada)
155,2,6z58yyouaevipxrmrmorcz0no,509124,10,18,Central Midfielder,Isaiah,Johnston,I. Johnston,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,1,100.0%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,50.0%,50.0%,1,0,0,0,0,2,0,33.6,0,-,0,0.00,0,0,0,0,0,0,0.0%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6z58yyouaevipxrmrmorcz0no,Canadian Premier League 2020 (Canada)
155,1,dddc2rref3vx6g3m9l73rp9be,425629,6,22,Central Midfielder,Michel,Djaozandry,M. Djaozandry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,0,1,50.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0.0%,100.0%,1,0,0,0,0,1,0,9.3,1,-,0,0.00,0,0,0,0,0,0,-,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dddc2rref3vx6g3m9l73rp9be,Canadian Premier League 2020 (Canada)
158,2,6twhs1y8bihm7vc9dib8hgezt,224762,3,21,Central Midfielder,Klaidi,Cela,K. Cela,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0.0%,0.0%,0,0,0,1,0,0,0,5.4,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6twhs1y8bihm7vc9dib8hgezt,Canadian Premier League 2020 (Canada)
159,0,63rmd2xbr48c0zzvsj6bn3651,197142,0,26,Sub - Midfielder,Chris,Mannella,C. Mannella,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:63rmd2xbr48c0zzvsj6bn3651,Canadian Premier League 2020 (Canada)
159,0,cqn9qstqvg761dhxrbjtmrg7p,35117,0,35,Sub - Goalkeeper,Jan-Michael,Williams,J. Williams,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cqn9qstqvg761dhxrbjtmrg7p,Canadian Premier League 2020 (Canada)
159,0,aisfml98z3uznfzhbopr5kmp5,250775,0,28,Sub - Goalkeeper,Mark,Village,M. Village,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:aisfml98z3uznfzhbopr5kmp5,Canadian Premier League 2020 (Canada)
159,1,368zrfhpvljc7rvzkl1v0x1bd,199139,1,23,Left Attacking Midfielder,Abdoulaye,Samake,A. Samake,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:368zrfhpvljc7rvzkl1v0x1bd,Canadian Premier League 2020 (Canada)
159,0,6qm5qftpaq8l38b3irrum4bqi,425633,0,21,Sub - Defender,Raphaël,Garcia,R. Garcia,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6qm5qftpaq8l38b3irrum4bqi,Canadian Premier League 2020 (Canada)
159,0,92cutl9629yad2jm1srr6rzzd,421830,0,20,Sub - Defender,Yohan,Le Bourhis,Y. Le Bourhis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:92cutl9629yad2jm1srr6rzzd,Canadian Premier League 2020 (Canada)
159,0,f1qvh9qszr743tj8zb3kcvaei,437691,0,18,Sub - Attacker,Matteo,de Brienne,M. de Brienne,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:f1qvh9qszr743tj8zb3kcvaei,Canadian Premier League 2020 (Canada)
159,0,c760g3hvhvi7nra7gpdrynn1m,463241,0,17,Sub - Midfielder,Julian,Altobelli,J. Altobelli,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c760g3hvhvi7nra7gpdrynn1m,Canadian Premier League 2020 (Canada)
159,0,re7nvdow49fwtuubuavwbvxm,481742,0,29,Sub - Goalkeeper,Matthew,Silva,M. Silva,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:re7nvdow49fwtuubuavwbvxm,Canadian Premier League 2020 (Canada)
159,0,ay1hg91asmcve43pfqesll562,481620,0,23,Sub - Goalkeeper,Dylon,Powley,D. Powley,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ay1hg91asmcve43pfqesll562,Canadian Premier League 2020 (Canada)
159,0,b4fvyjouvib12km5n7fa11n85,243852,0,29,Sub - Defender,Chakib,Hocine,C. Hocine,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:b4fvyjouvib12km5n7fa11n85,Canadian Premier League 2020 (Canada)
159,0,9u43821bgzomf56br5toaywdm,485988,0,20,Sub - Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:9u43821bgzomf56br5toaywdm,Canadian Premier League 2020 (Canada)
159,0,3mdoaxl9nv5pgiya30nqm3qi,491825,0,25,Sub - Attacker,Oluwatofarati,Fakunle,O.Fakunle,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3mdoaxl9nv5pgiya30nqm3qi,Canadian Premier League 2020 (Canada)
