Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,xG,Goal,Shot,ShotExcBlk,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
205,1,83d29e64znddf9kkyo62u4g6h,424288,64,21,Centre Attacking Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,34,29,75.9%,87.5%,0,0,0.01,0.00,0,0,0,0,-,-,66.7%,-,3,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,83d29e64znddf9kkyo62u4g6h:2126221,HFX vs PAC (2020-08-15)
205,1,7yablvquk5wpfy1hrwjoknj6d,225053,90,23,Goalkeeper,James,Pantemis,J. Pantemis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,34,25,76.0%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,0,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,7yablvquk5wpfy1hrwjoknj6d:2126228,VAL vs CAV (2020-08-16)
205,1,7yablvquk5wpfy1hrwjoknj6d,225053,90,23,Goalkeeper,James,Pantemis,J. Pantemis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,34,24,95.8%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,2,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,7yablvquk5wpfy1hrwjoknj6d:2126235,ATO vs VAL (2020-08-19)
205,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,63,24,Left Midfielder,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,34,21,81.0%,50.0%,0,0,0.01,0.10,0,2,1,1,50.0%,50.0%,36.4%,100.0%,3,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,ahyd5vf8f8cyoiefm8hsimzu1:2126244,CAV vs HFX (2020-08-24)
205,1,1hwbc5i6pxjdjgx0f88wmqqx,244505,90,25,Right Centre Back,Evan Brandon,John,B. John,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,34,20,75.0%,-,0,0,0.00,0.00,0,0,0,0,-,100.0%,66.7%,40.0%,2,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,1hwbc5i6pxjdjgx0f88wmqqx:2126243,ATO vs EDM (2020-08-23)
212,1,7pb4kdsbaj2dfwo99st2v7g7p,44082,65,31,Left Back,Arnold,Bouka Moutou,A. Bouka,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,33,17,52.9%,100.0%,0,0,0.00,0.00,0,0,0,0,-,50.0%,50.0%,33.3%,4,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,7pb4kdsbaj2dfwo99st2v7g7p:2126228,VAL vs CAV (2020-08-16)
212,1,1mg5xen2me6dsqu3b0lktvnbp,81402,82,31,Centre Forward,Marcus,Haber,M. Haber,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,33,22,77.3%,80.0%,0,0,0.13,0.27,0,1,1,1,100.0%,0.0%,15.4%,16.7%,2,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,1mg5xen2me6dsqu3b0lktvnbp:2126244,CAV vs HFX (2020-08-24)
212,1,8v158n3stjodma3bjlj4yg639,124576,90,30,Central Defender,Kareem,Moses,K. Moses,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,33,18,72.2%,-,0,0,0.00,0.05,0,1,1,0,0.0%,0.0%,60.0%,33.3%,2,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,8v158n3stjodma3bjlj4yg639:2126240,EDM vs CAV (2020-08-21)
212,1,334ys3md0ycavngg26g75yi21,244406,80,22,Centre Attacking Midfielder,Matthew,Baldisimo,M. Baldisimo,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,33,29,72.4%,75.0%,0,0,0.02,0.00,0,0,0,0,-,50.0%,40.0%,-,3,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,334ys3md0ycavngg26g75yi21:2126232,PAC vs Y9 (2020-08-19)
212,1,3ucemntfw84vk7op9z7wnf36d,428321,90,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,33,25,84.0%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,2,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,3ucemntfw84vk7op9z7wnf36d:2126232,PAC vs Y9 (2020-08-19)
212,1,2o538m8209nj9p29a4ujs4jpx,443433,90,26,Goalkeeper,Jason,Beaulieu,J. Beaulieu,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,33,23,69.6%,-,0,0,0.00,0.00,0,0,0,0,-,-,50.0%,-,2,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,2o538m8209nj9p29a4ujs4jpx:2126238,HFX vs FOR (2020-08-20)
218,1,bwozu57m3yt2hypmbqe1hlbyt,210152,67,23,Central Midfielder,Moses,Dyer,M. Dyer,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,32,15,93.3%,100.0%,0,0,0.01,0.15,0,3,3,0,0.0%,100.0%,54.5%,100.0%,1,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,bwozu57m3yt2hypmbqe1hlbyt:2126235,ATO vs VAL (2020-08-19)
218,1,cdaayu6d9xzn4gyn5jg5p6vl6,481567,90,26,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,32,29,96.6%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,cdaayu6d9xzn4gyn5jg5p6vl6:2126238,HFX vs FOR (2020-08-20)
218,1,2o538m8209nj9p29a4ujs4jpx,443433,90,26,Goalkeeper,Jason,Beaulieu,J. Beaulieu,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,32,23,73.9%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,100.0%,2,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,2o538m8209nj9p29a4ujs4jpx:2126221,HFX vs PAC (2020-08-15)
218,1,4t92bvofxxvfqe6f2w9gs8t0p,200948,86,23,Right Midfielder,Cory,Bent,C. Bent,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,32,20,50.0%,66.7%,2,0,0.04,0.04,0,1,1,0,0.0%,20.0%,54.5%,0.0%,5,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,4t92bvofxxvfqe6f2w9gs8t0p:2126238,HFX vs FOR (2020-08-20)
222,1,bzfamx9nfvg0cwshyldxiea5l,229907,34,21,Left Attacking Midfielder,Paolo,Sabak,P. Sabak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,31,21,61.9%,100.0%,1,0,0.13,0.03,0,1,1,1,100.0%,33.3%,66.7%,100.0%,1,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,bzfamx9nfvg0cwshyldxiea5l:2126242,FOR vs PAC (2020-08-22)
222,1,apavbqkzwn6ik22hi8d8mo1qt,153578,71,28,Central Midfielder,Maxim,Tissot,M. Tissot,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,31,23,82.6%,-,0,0,0.00,0.05,0,1,0,0,0.0%,33.3%,20.0%,0.0%,3,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,apavbqkzwn6ik22hi8d8mo1qt:2126242,FOR vs PAC (2020-08-22)
222,1,csicvwhik2guponydus9zt0x5,223629,45,23,Central Midfielder,Erik,Zetterberg,E. Zetterberg,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,31,26,69.2%,100.0%,1,0,0.06,0.04,0,1,0,0,0.0%,0.0%,0.0%,-,1,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,csicvwhik2guponydus9zt0x5:2126243,ATO vs EDM (2020-08-23)
222,1,614w28s7cigyjam7f10hz9gwl,45750,77,32,Left Winger,Tomi,Ameobi,T. Ameobi,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,31,19,84.2%,100.0%,0,0,0.01,0.36,0,1,1,0,0.0%,-,80.0%,100.0%,3,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,614w28s7cigyjam7f10hz9gwl:2126243,ATO vs EDM (2020-08-23)
222,1,2xr4zmz44j3klssbanayqqy21,206339,64,29,Central Defender,Milovan,Kapor,M. Kapor,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,31,21,76.2%,-,0,0,0.00,0.00,0,0,0,0,-,100.0%,50.0%,50.0%,1,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,2xr4zmz44j3klssbanayqqy21:2126235,ATO vs VAL (2020-08-19)
222,1,ahyd5vf8f8cyoiefm8hsimzu1,204540,71,24,Centre Forward,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,31,21,71.4%,75.0%,0,0,0.02,0.79,1,1,1,1,100.0%,0.0%,9.1%,16.7%,4,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,ahyd5vf8f8cyoiefm8hsimzu1:2126221,HFX vs PAC (2020-08-15)
222,1,4bc5n4bry6a5wswiwzq8d9oq2,481569,63,23,Right Winger,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,31,13,69.2%,62.5%,0,0,0.00,0.30,0,1,1,1,100.0%,20.0%,29.4%,0.0%,6,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,4bc5n4bry6a5wswiwzq8d9oq2:2126238,HFX vs FOR (2020-08-20)
222,1,4tus0wc9k482jmoncnstteelm,481577,45,25,Central Midfielder,Raphael,Ohin,R. Ohin,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,31,19,84.2%,100.0%,0,0,0.02,0.07,0,2,1,0,0.0%,100.0%,80.0%,50.0%,4,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,4tus0wc9k482jmoncnstteelm:2126228,VAL vs CAV (2020-08-16)
230,1,ex7za2yvl9xrcdtr60ake2bit,222921,90,27,Goalkeeper,Nathan,Ingham,N. Ingham,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,30,24,70.8%,-,0,0,0.00,0.00,0,0,0,0,-,-,50.0%,50.0%,0,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,ex7za2yvl9xrcdtr60ake2bit:2126232,PAC vs Y9 (2020-08-19)
230,1,daf9pfrmp5w42wpwejb3lzkr9,246192,62,29,Left Midfielder,Yong-Chan,Son,Son Yong-Chan,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,30,12,83.3%,75.0%,2,0,0.08,0.00,0,0,0,0,-,-,50.0%,-,2,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,daf9pfrmp5w42wpwejb3lzkr9:2126243,ATO vs EDM (2020-08-23)
230,1,8djbjtpajhwv1falg9buuone2,481746,37,25,Defensive Midfielder,Wataru,Murofushi,W. Murofushi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,30,25,92.0%,87.5%,0,0,0.06,0.00,0,0,0,0,-,-,0.0%,-,4,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,8djbjtpajhwv1falg9buuone2:2126220,Y9 vs ATO (2020-08-15)
230,1,3176i3h6iv1ufsp88prhhmjqi,209693,45,22,Left Centre Back,Elliot,Simmons,E. Simmons,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,30,25,80.0%,-,0,0,0.01,0.00,0,0,0,0,-,0.0%,50.0%,-,2,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,3176i3h6iv1ufsp88prhhmjqi:2126244,CAV vs HFX (2020-08-24)
230,1,882vd5rnobx3xba2sb99k49gp,421823,90,20,Central Midfielder,Alessandro,Hojabrpour,A. Hojabrpour,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,30,21,90.5%,87.5%,1,0,0.02,0.34,0,2,2,0,0.0%,25.0%,37.5%,50.0%,2,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,882vd5rnobx3xba2sb99k49gp:2126232,PAC vs Y9 (2020-08-19)
230,1,207co3fpu5mhbs1r0e6p8vze1,231991,90,26,Goalkeeper,Nikolas,Giantsopoulos,N. Giantsopoulos,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,30,21,61.9%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,100.0%,0,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,207co3fpu5mhbs1r0e6p8vze1:2126244,CAV vs HFX (2020-08-24)
230,1,dvm23d66qze0kmrzxft68a0ru,483640,53,26,Central Midfielder,Matthew,Arnone,M. Arnone,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,30,23,78.3%,-,0,0,0.00,0.00,0,0,0,0,-,100.0%,66.7%,-,5,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,dvm23d66qze0kmrzxft68a0ru:2126220,Y9 vs ATO (2020-08-15)
237,1,334ys3md0ycavngg26g75yi21,244406,75,22,Defensive Midfielder,Matthew,Baldisimo,M. Baldisimo,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,29,20,80.0%,75.0%,0,0,0.02,0.05,0,1,1,0,0.0%,-,42.9%,0.0%,6,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,334ys3md0ycavngg26g75yi21:2126242,FOR vs PAC (2020-08-22)
237,1,c11tg3waak6my0tyjpq9qeuzu,438073,90,18,Left Centre Back,Gianfranco,Facchineri,G. Facchineri,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,29,18,77.8%,-,0,0,0.00,0.00,0,0,0,0,-,100.0%,66.7%,100.0%,2,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,c11tg3waak6my0tyjpq9qeuzu:2126243,ATO vs EDM (2020-08-23)
237,1,4wg2u3zl05ijnwx0wicmwpvpx,184584,90,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,29,24,79.2%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,2,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,4wg2u3zl05ijnwx0wicmwpvpx:2126225,FOR vs EDM (2020-08-16)
237,1,4wg2u3zl05ijnwx0wicmwpvpx,184584,90,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,29,20,60.0%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,-,0,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,4wg2u3zl05ijnwx0wicmwpvpx:2126240,EDM vs CAV (2020-08-21)
241,1,4ezd4d37kbb1249qd7bvi0dzp,208512,72,31,Central Midfielder,Jamar,Dixon,J. Dixon,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,28,20,80.0%,100.0%,1,0,0.02,0.00,0,0,0,0,-,100.0%,50.0%,-,2,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,4ezd4d37kbb1249qd7bvi0dzp:2126232,PAC vs Y9 (2020-08-19)
241,1,bewzox1rnh1n28tkj5k0rmrqh,224756,72,21,Central Midfielder,Dante,Campbell,D. Campbell,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,28,21,71.4%,100.0%,0,0,0.00,0.00,0,0,0,0,-,50.0%,22.2%,-,4,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,bewzox1rnh1n28tkj5k0rmrqh:2126228,VAL vs CAV (2020-08-16)
241,1,4wg2u3zl05ijnwx0wicmwpvpx,184584,90,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,28,22,86.4%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,100.0%,2,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,4wg2u3zl05ijnwx0wicmwpvpx:2126243,ATO vs EDM (2020-08-23)
241,1,9wsm9vzab3uywb8rox5go6jxm,484332,45,22,Left Attacking Midfielder,Easton,Ongaro,E. Ongaro,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,28,17,70.6%,60.0%,0,0,0.02,0.13,0,2,2,0,0.0%,-,46.2%,50.0%,1,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,9wsm9vzab3uywb8rox5go6jxm:2126240,EDM vs CAV (2020-08-21)
245,1,cseaof8mo75i2fufyg0b4bpat,133078,58,25,Right Midfielder,Fraser,Aird,F. Aird,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,27,16,75.0%,80.0%,1,0,0.26,0.06,0,2,2,1,50.0%,-,0.0%,-,1,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,cseaof8mo75i2fufyg0b4bpat:2126241,Y9 vs VAL (2020-08-22)
245,1,eyems8p1wpp6df9w1wz6rdvpx,203479,27,27,Defensive Midfielder,Ben,McKendry,B. McKendry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,27,20,60.0%,33.3%,0,0,0.00,0.00,0,0,0,0,-,50.0%,80.0%,100.0%,3,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,eyems8p1wpp6df9w1wz6rdvpx:2126220,Y9 vs ATO (2020-08-15)
245,1,6re26cen7xbrynezb3rerst05,112657,50,26,Left Winger,Sergio,Camargo,S. Camargo,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,27,17,82.4%,100.0%,1,0,0.05,0.88,1,2,2,1,50.0%,0.0%,50.0%,-,3,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,6re26cen7xbrynezb3rerst05:2126228,VAL vs CAV (2020-08-16)
245,1,6byiub7o0uwogoc24p79vx6ju,425685,45,18,Right Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,27,24,79.2%,60.0%,1,0,0.01,0.00,0,0,0,0,-,-,50.0%,-,1,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,6byiub7o0uwogoc24p79vx6ju:2126243,ATO vs EDM (2020-08-23)
245,1,32fe58rlsvv1h3qthbhol08yy,481846,66,26,Centre Forward,Anthony,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,27,17,52.9%,33.3%,0,0,0.00,0.18,1,1,1,1,100.0%,-,50.0%,50.0%,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,32fe58rlsvv1h3qthbhol08yy:2126218,FOR vs CAV (2020-08-14)
245,1,5m5p9c4iyl4f4j1rr1rdmojfu,481561,26,24,Central Midfielder,Elijah,Adekugbe,E. Adekugbe,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,27,21,90.5%,80.0%,1,0,0.01,0.05,0,1,1,1,100.0%,100.0%,100.0%,-,2,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,5m5p9c4iyl4f4j1rr1rdmojfu:2126240,EDM vs CAV (2020-08-21)
245,1,c0bz7h3es1ym0n5he0l4ntzop,172568,90,23,Centre Attacking Midfielder,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,27,16,93.8%,100.0%,0,0,0.01,1.29,2,3,2,2,66.7%,-,16.7%,0.0%,1,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,c0bz7h3es1ym0n5he0l4ntzop:2126240,EDM vs CAV (2020-08-21)
245,1,58elvwym7gnql18liaoa6zo16,481627,63,25,Defensive Midfielder,Ajay,Khabra,A. Khabra,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,27,25,92.0%,100.0%,0,0,0.00,0.00,0,0,0,0,-,0.0%,0.0%,-,1,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,58elvwym7gnql18liaoa6zo16:2126220,Y9 vs ATO (2020-08-15)
253,1,cfffc2qdknupbftpqye1cbf1l,224168,68,27,Centre Forward,Molham,Babouli,M. Babouli,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,26,18,44.4%,36.4%,0,0,0.03,0.08,0,1,1,1,100.0%,0.0%,0.0%,-,2,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,cfffc2qdknupbftpqye1cbf1l:2126225,FOR vs EDM (2020-08-16)
253,1,ezyu9w01guirieddjudeln1lh,209503,63,27,Central Midfielder,Allan,Zebie,A. Zebie,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,26,19,73.7%,50.0%,0,0,0.01,0.00,0,0,0,0,-,-,75.0%,100.0%,4,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,ezyu9w01guirieddjudeln1lh:2126240,EDM vs CAV (2020-08-21)
253,1,7tmc8hrkee4lo05qa26i7e5zp,173159,90,23,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,26,24,70.8%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,0,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,7tmc8hrkee4lo05qa26i7e5zp:2126240,EDM vs CAV (2020-08-21)
253,1,1lg1214de42tia4tcv7rk3z6d,103949,64,27,Centre Forward,Oliver,Minatel,Oliver Minatel,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,26,18,83.3%,83.3%,1,1,0.01,0.06,0,1,1,0,0.0%,0.0%,28.6%,33.3%,2,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,1lg1214de42tia4tcv7rk3z6d:2126240,EDM vs CAV (2020-08-21)
253,1,daf9pfrmp5w42wpwejb3lzkr9,246192,61,29,Left Wing Back,Yong-Chan,Son,Son Yong-Chan,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,26,12,75.0%,85.7%,1,0,0.03,0.00,0,0,0,0,-,0.0%,25.0%,-,0,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,daf9pfrmp5w42wpwejb3lzkr9:2126225,FOR vs EDM (2020-08-16)
253,1,32fe58rlsvv1h3qthbhol08yy,481846,64,26,Centre Forward,Anthony,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,26,18,94.4%,100.0%,0,0,0.01,0.00,0,0,0,0,-,-,0.0%,0.0%,3,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,32fe58rlsvv1h3qthbhol08yy:2126238,HFX vs FOR (2020-08-20)
253,1,e6cd4pwmbb7lfatlo8gc8eaj9,87810,23,34,Left Midfielder,José Antonio,Galán Pedrosa,Galán,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,26,23,91.3%,100.0%,1,0,0.01,0.08,1,1,1,1,100.0%,100.0%,33.3%,-,2,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,e6cd4pwmbb7lfatlo8gc8eaj9:2126235,ATO vs VAL (2020-08-19)
