Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
136,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,0,3,4,2,1,1,1,0,1,1,1,0,0,0,0,2,4,4,51,36,359,170,102,1.68,2,1,0.51,3,1,0,8,8,26,4,0,62,14,0,0,568,61,6,13,11,41,61.30%,11,7,67,2,2,10,3,3,8,1,0,1,0,0,0,3,1,1,0,1,2,0,0,2,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,4,15,118,242,208,18,44.00%,75.80%,122,32,118,165,153,0,18.5,12,53.60%,28,0.42,HFX vs PAC,2019-06-01,4r43ebcbfop9iq513hqre6gdm,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052394,HFX vs PAC (2019-06-01)
138,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,0,1,4,2,7,4,0,0,2,0,0,0,0,0,1,0,0,0,2,5,78,23,345,120,124,1.06,0,0,0.89,1,1,0,10,10,9,0,0,49,6,0,0,567,52,6,10,15,54,55.20%,23,11,50,2,4,3,2,5,7,0,0,0,0,0,0,0,4,3,1,0,7,0,0,4,3,0,0,7,5,2,2,1,0,2,2,0,0,1,3,2,8,130,195,242,25,41.20%,70.70%,127,45,72,105,178,0,21.7,13,38.20%,34,2.31,YK9 vs FOR,2019-10-12,5augx4ovgk22zt4obomrdqaui,15382,c2pdzdl3dgf5b0siidn2ay5ii:1052442,YK9 vs FOR (2019-10-12)
139,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,1,1,2,1,0,0,0,0,2,0,0,1,1,1,0,1,1,3,62,35,345,132,116,1.79,2,1,1,2,1,2,5,7,18,1,0,72,9,0,0,565,52,6,22,21,76,77.80%,27,14,56,5,2,8,3,5,10,2,0,0,0,0,0,0,1,1,0,0,5,0,0,1,2,0,0,5,4,1,2,2,0,2,1,0,0,0,4,8,10,113,225,227,17,44.90%,71.90%,124,44,80,128,162,0,19.1,8,50.00%,34,2.85,VAL vs EDM,2019-05-04,4l0lq4d7znz1rqsq02s2sk9re,15378,73xrv2025rnj0t3y9ayp83bec:1052380,VAL vs EDM (2019-05-04)
139,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,1,2,1,0,5,1,0,0,1,0,0,0,0,0,3,0,0,0,1,4,56,26,401,177,142,0.8,0,0,0.72,1,1,4,4,8,19,1,1,53,9,0,0,565,41,3,10,10,33,72.20%,10,7,43,4,3,3,3,3,6,1,1,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,3,1,2,0,1,0,1,1,0,0,2,0,8,3,143,181,241,19,33.40%,79.60%,147,60,112,136,185,0,19.9,5,52.50%,40,0.66,EDM vs VAL,2019-07-18,525ziqvbqa53quwa6mielukx6,15378,73xrv2025rnj0t3y9ayp83bec:1052418,EDM vs VAL (2019-07-18)
139,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,1,1,5,4,1,3,1,8,5,0,0,0,0,1,0,0,0,2,0,0,0,5,5,66,22,355,112,155,2.17,1,1,1.91,2,2,3,11,14,24,3,2,68,12,0,0,565,64,6,13,14,55,52.80%,19,11,53,2,3,6,0,2,8,3,1,2,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,2,2,0,0,1,0,0,0,0,0,1,0,6,14,162,187,216,27,43.40%,75.20%,125,65,77,110,163,0,20.6,17,67.50%,40,0.7,HFX vs VAL,2019-08-05,55d85hhlkc9owz467arxm66wa,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052429,HFX vs VAL (2019-08-05)
142,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,0,0,5,3,0,0,1,0,1,0,1,0,1,0,0,1,1,6,72,19,400,175,134,0.76,1,1,0.65,1,1,1,4,5,16,1,1,46,12,0,0,563,39,6,5,10,44,64.70%,21,10,45,1,3,6,3,6,5,1,0,0,0,1,0,0,3,3,0,0,5,0,0,3,3,0,0,5,1,4,1,1,0,2,0,0,0,1,3,6,8,92,185,286,10,40.30%,77.30%,178,33,98,125,223,0,19.4,6,39.10%,23,1.9,EDM vs PAC,2019-10-17,5nossz36w45wbtz1zfprbibmy,6925,b3436h8h14zw7f1uv6w9vqf6y:1052469,EDM vs PAC (2019-10-17)
143,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,0,1,3,2,0,0,1,0,0,0,0,0,1,1,0,0,1,4,80,44,356,144,88,0.8,0,0,0.69,1,1,2,3,5,13,0,0,49,10,0,0,562,63,3,9,9,52,75.00%,30,13,50,3,4,13,2,3,3,1,0,0,0,0,0,0,1,1,0,0,5,1,0,1,4,0,0,4,3,2,0,4,0,1,0,0,1,2,3,4,20,79,244,239,8,47.50%,65.20%,115,28,89,151,168,0,21,4,48.80%,41,1.74,EDM vs CAV,2019-09-12,5d39lhqhi4m6uwfvxw1ghdfu2,15381,73xrv2025rnj0t3y9ayp83bec:1052448,EDM vs CAV (2019-09-12)
144,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,9,7,2,0,1,3,3,1,0,1,0,3,0,3,0,0,0,0,3,3,9,65,16,373,127,165,2.05,3,2,0.83,4,2,0,7,7,22,3,1,42,10,0,0,561,60,5,10,6,32,50.00%,11,0,56,7,2,7,2,2,5,0,0,1,0,0,0,0,1,1,0,1,3,0,0,1,1,1,0,2,2,1,1,1,0,2,0,0,0,2,3,8,20,178,163,220,26,37.00%,78.30%,125,81,86,111,161,2,20.1,15,69.20%,13,2.35,VAL vs FOR,2019-08-17,57rql8kxq24o9lgw5g5zs7cdm,15378,c2pdzdl3dgf5b0siidn2ay5ii:1052435,VAL vs FOR (2019-08-17)
144,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,4,2,2,2,2,1,0,0,0,0,3,0,2,1,0,2,1,0,3,2,60,23,374,138,153,1.57,3,3,1.52,2,2,1,9,10,21,2,1,63,11,0,0,561,57,8,15,4,53,71.90%,24,14,50,3,2,8,1,7,8,1,0,0,0,0,0,0,1,1,0,0,3,0,2,0,2,2,0,1,2,1,0,1,0,0,1,0,0,0,1,8,14,108,204,249,12,42.00%,77.80%,166,44,81,122,196,0,21.3,9,50.00%,34,1.61,EDM vs YK9,2019-09-21,5f1r9xf57ykmnmfv1i1oqtw8a,6925,cqthcpums3aas2tdy0qhlkuwa:1052455,EDM vs YK9 (2019-09-21)
146,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,1,1,0,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,2,3,57,40,389,185,107,0.25,0,0,0.1,0,0,0,3,3,18,0,0,57,8,0,0,559,53,6,10,15,40,76.20%,9,5,43,2,3,8,4,3,5,1,0,1,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,2,1,1,0,2,0,0,0,0,0,3,3,2,7,77,214,268,4,36.80%,75.10%,146,33,113,156,192,0,19.7,5,53.70%,41,2.5,EDM vs HFX,2019-08-01,54z41r8o8eup2jsrcdonvopka,6925,5gmx3o5y2oc0i6rowjwtu7jvu:1052427,EDM vs HFX (2019-08-01)
147,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,1,2,0,0,7,2,0,0,0,0,0,0,0,0,3,0,0,0,3,4,59,25,386,175,127,0.66,0,0,0.58,0,0,3,6,9,12,1,0,41,5,2,0,557,53,3,6,9,37,50.00%,17,6,50,4,3,6,3,3,3,2,1,0,0,0,0,1,0,0,0,0,3,0,0,2,1,0,0,3,1,2,0,1,1,1,0,0,0,1,1,2,7,96,203,258,9,39.40%,78.20%,156,37,109,148,193,0,19.6,9,47.50%,40,0.8,EDM vs VAL,2019-07-18,525ziqvbqa53quwa6mielukx6,6925,dd2vf0yzjm7jm7cak9tf11sa2:1052418,EDM vs VAL (2019-07-18)
148,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,6,0,2,2,4,0,0,0,0,0,3,0,3,0,1,0,1,2,2,7,63,19,368,171,115,4.28,3,1,2.58,7,5,0,9,9,17,2,0,48,11,1,0,555,52,1,6,3,40,58.30%,22,11,35,5,5,6,2,7,5,1,1,1,0,0,0,3,0,0,0,0,3,0,0,1,3,0,0,3,1,2,1,1,0,0,0,0,0,3,2,4,9,111,237,207,30,39.90%,77.70%,131,30,125,157,162,1,19,5,47.10%,34,1.48,EDM vs CAV,2019-06-15,4so3z44cz30hfid178rwth27e,6925,41ewt71n8fqwy6trsqta1bjvu:1052397,EDM vs CAV (2019-06-15)
149,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,0,1,2,0,3,3,0,0,0,0,0,1,1,0,0,0,0,1,3,1,78,23,331,128,102,0.41,1,0,0.08,1,0,0,2,2,16,0,0,51,8,0,0,554,52,8,17,18,67,64.10%,23,7,55,0,2,5,1,2,6,1,0,0,0,0,0,1,1,1,0,0,5,0,0,3,4,1,0,4,3,2,0,2,0,1,0,1,0,1,2,2,13,113,210,231,13,44.70%,69.50%,128,29,73,115,170,0,20.3,14,45.00%,20,1.9,FOR vs YK9,2019-04-27,4ilfbdmlp4zuj7k3cene3m5wq,15377,cqthcpums3aas2tdy0qhlkuwa:1052375,FOR vs YK9 (2019-04-27)
149,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,1,0,4,2,0,0,0,0,1,1,1,1,0,1,0,1,3,4,51,31,377,206,89,1.25,2,2,1.25,3,3,1,8,9,14,2,0,54,6,1,1,554,60,7,11,14,48,60.00%,16,11,63,3,2,13,1,7,8,3,1,0,0,1,0,0,0,0,0,0,7,0,0,4,3,0,0,7,3,4,1,2,0,1,3,0,0,2,2,10,13,53,267,234,13,35.30%,78.20%,129,19,147,191,162,0,20,12,50.00%,30,1.23,YK9 vs PAC,2019-08-17,57b8spz8wxhzbj03rcqu6cktm,15382,b3436h8h14zw7f1uv6w9vqf6y:1052434,YK9 vs PAC (2019-08-17)
149,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,3,0,1,1,1,1,0,0,0,0,2,0,1,0,0,0,1,1,2,2,69,44,360,164,83,1.52,2,1,1.16,3,2,1,2,3,14,2,1,63,5,0,0,554,79,7,19,19,67,63.40%,21,9,58,4,2,12,2,6,9,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,1,1,1,1,0,0,0,0,2,1,0,17,79,220,255,11,43.60%,68.60%,124,20,103,150,182,0,20.7,15,42.10%,38,0.8,FOR vs CAV,2019-05-12,4m1cw8f5lec9czmckqvw6rwbu,15377,41ewt71n8fqwy6trsqta1bjvu:1052384,FOR vs CAV (2019-05-12)
152,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,3,1,6,2,0,0,2,0,1,1,2,0,1,0,0,2,3,6,93,26,341,104,118,1.89,2,2,1.61,2,2,1,8,9,24,3,0,50,9,0,0,550,78,4,18,9,51,73.30%,19,11,53,6,2,12,2,4,4,1,0,0,0,0,0,4,1,1,0,0,4,1,1,0,2,0,0,3,4,0,1,2,0,1,1,0,0,3,1,6,10,154,182,214,26,43.70%,65.10%,99,51,72,111,153,0,21.8,8,23.70%,38,1.73,PAC vs VAL,2019-05-02,4j6hzym2ji5zgrm0w0nzugmzu,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052377,PAC vs VAL (2019-05-02)
153,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,8,5,3,1,1,4,1,0,0,1,0,2,0,1,1,3,2,0,1,2,5,66,24,342,140,112,1.76,2,2,1.6,4,4,3,8,11,18,4,3,64,11,0,0,549,68,8,19,6,56,67.50%,22,5,45,5,2,3,2,3,8,2,0,1,0,0,1,0,3,3,0,0,7,0,0,1,6,1,0,6,3,4,2,4,1,0,0,0,0,3,4,2,20,128,210,211,23,41.20%,73.70%,117,40,95,136,152,1,20.4,13,39.40%,33,2.9,PAC vs FOR,2019-07-13,504ga8r445cguj22b456s9k6i,15377,b3436h8h14zw7f1uv6w9vqf6y:1052414,PAC vs FOR (2019-07-13)
154,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,9,5,4,1,1,4,1,0,0,2,0,3,0,2,0,1,0,2,1,4,8,56,31,384,174,123,1.9,3,3,1.68,3,3,3,7,10,14,3,3,39,6,0,0,548,46,4,5,17,31,42.90%,5,1,51,6,3,6,3,1,6,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,2,0,0,2,1,1,1,0,0,0,0,0,0,2,1,8,7,125,188,235,22,41.10%,77.30%,143,53,101,150,170,0,21.1,12,60.90%,23,0.76,EDM vs PAC,2019-10-17,5nossz36w45wbtz1zfprbibmy,15380,73xrv2025rnj0t3y9ayp83bec:1052469,EDM vs PAC (2019-10-17)
154,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,10,6,4,3,2,6,1,0,0,2,0,3,0,3,0,1,1,2,1,6,8,63,25,327,110,129,2.9,3,3,2.72,4,4,4,14,18,23,7,4,68,13,2,0,548,64,9,17,9,53,70.30%,17,7,57,4,3,9,2,5,3,1,0,0,1,0,0,0,2,2,0,0,6,0,0,4,2,0,0,6,3,3,1,1,0,3,1,0,0,2,4,0,17,165,184,199,38,42.80%,73.10%,115,55,69,110,148,1,21.1,11,60.60%,33,1.76,PAC vs FOR,2019-07-13,504ga8r445cguj22b456s9k6i,15380,c2pdzdl3dgf5b0siidn2ay5ii:1052414,PAC vs FOR (2019-07-13)
154,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,5,3,2,0,1,4,2,0,0,3,0,1,0,0,0,1,0,1,0,5,3,90,28,337,118,101,1.35,1,1,1.01,2,2,3,2,5,26,2,0,68,12,0,0,548,60,12,9,7,46,65.60%,17,4,53,4,1,7,6,2,7,1,0,1,0,0,0,1,1,0,1,0,4,0,0,1,2,0,0,4,3,1,1,2,0,2,0,0,0,2,2,4,11,137,214,197,17,45.40%,65.00%,89,40,90,135,141,0,21.2,11,56.80%,37,1.2,PAC vs HFX,2019-10-03,5k2vyf3lbvxx12td2no5kkfai,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052462,PAC vs HFX (2019-10-03)
157,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,1,4,4,0,3,2,6,2,1,1,1,0,2,0,1,0,4,0,2,0,4,2,52,22,335,151,110,1.94,2,1,0.9,2,1,3,6,9,27,4,2,54,14,1,1,544,63,4,8,12,50,57.10%,24,8,56,6,4,7,3,3,7,1,1,0,0,0,0,2,0,0,0,1,4,0,1,1,2,0,0,4,4,0,0,2,0,2,0,0,0,3,2,4,8,119,185,240,24,43.30%,77.90%,145,31,85,114,178,1,20.4,9,47.40%,38,1.58,HFX vs VAL,2019-06-26,4wnipio218ipvoim5zm3ozq0a,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052404,HFX vs VAL (2019-06-26)
158,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,4,1,2,2,5,1,0,0,0,0,1,0,1,0,1,0,0,1,4,5,59,33,321,122,107,1.45,1,0,0.53,3,1,3,7,10,11,0,0,53,7,0,0,539,57,3,21,10,56,70.60%,21,13,74,1,5,9,1,1,6,3,1,1,0,0,1,2,0,0,0,0,6,0,1,4,1,0,0,6,2,4,0,1,1,3,1,0,0,0,0,4,20,120,207,212,16,43.60%,71.30%,106,45,78,118,144,0,18.9,10,57.70%,26,0.41,HFX vs YK9,2019-07-06,4yz3ra9ne1a5j97bpncakl6y2,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052411,HFX vs YK9 (2019-07-06)
158,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,2,1,1,3,1,5,2,0,0,0,0,1,0,1,0,1,0,1,0,3,3,72,15,343,154,102,0.58,1,1,0.48,0,0,4,5,9,9,0,0,49,4,0,0,539,51,5,7,10,48,85.70%,25,19,55,3,2,11,2,6,8,2,1,1,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,3,1,2,0,2,0,0,1,0,0,1,1,2,11,151,196,192,19,39.40%,74.60%,108,49,99,130,145,0,20.6,2,47.20%,36,0.42,CAV vs EDM,2019-05-18,4olbjfy802p7g4xn3im4auooa,6925,41ewt71n8fqwy6trsqta1bjvu:1052388,CAV vs EDM (2019-05-18)
160,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,3,1,1,1,5,4,1,1,0,0,1,0,0,0,0,1,0,1,3,5,62,17,335,150,106,1.21,1,0,0.31,1,0,2,4,6,15,0,0,53,6,0,0,538,53,5,16,19,54,67.70%,13,6,53,3,1,4,1,1,7,3,0,1,0,0,1,2,2,2,0,1,5,0,0,3,1,1,0,4,4,1,0,2,0,2,2,0,0,1,2,6,15,106,216,216,16,41.20%,76.40%,127,28,101,138,158,0,21.2,10,50.00%,32,1.69,FOR vs YK9,2019-09-08,556jgo29fuov3dnc9aab1kqy2,15377,cqthcpums3aas2tdy0qhlkuwa:1052428,FOR vs YK9 (2019-09-08)
161,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,1,4,4,0,1,0,2,2,1,1,0,0,3,0,2,0,0,0,2,1,3,3,67,27,367,144,129,2.14,3,2,1.36,3,2,0,6,6,22,0,0,50,10,1,1,537,64,5,9,9,49,63.60%,23,8,51,6,7,11,2,4,4,5,0,0,0,0,0,1,1,1,0,1,4,0,0,3,1,0,0,4,3,1,1,0,0,2,1,0,0,2,4,6,6,91,198,248,16,39.80%,74.40%,158,34,81,129,188,0,17.8,8,42.10%,38,2.74,VAL vs EDM,2019-10-05,5knlpt5ejz2gvvucptl64q73e,6925,dd2vf0yzjm7jm7cak9tf11sa2:1052463,VAL vs EDM (2019-10-05)
162,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,1,0,5,3,2,1,2,3,1,0,0,0,0,0,0,0,0,1,2,0,0,1,4,74,21,335,133,107,0.64,0,0,0.43,0,0,4,2,6,13,1,0,58,9,0,0,536,47,9,15,11,61,72.70%,24,13,45,2,4,6,3,3,5,2,0,3,0,0,1,2,1,1,0,0,2,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,2,2,0,7,113,215,208,20,45.70%,71.60%,122,42,76,123,154,0,19.7,9,48.40%,31,1.72,HFX vs CAV,2019-07-13,4znhj76oh9yauo4ph40jfqn3e,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052413,HFX vs CAV (2019-07-13)
162,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,0,1,0,2,4,4,0,0,1,0,0,1,1,0,0,0,1,0,2,3,60,42,324,127,95,0.25,1,1,0.09,0,0,0,3,3,18,1,0,65,9,1,0,536,65,11,21,16,68,74.40%,18,8,37,1,6,8,2,9,4,1,0,0,0,0,0,0,2,2,0,0,3,0,1,0,1,1,0,2,2,1,0,2,0,2,0,0,0,2,6,0,17,96,238,202,1,45.10%,68.50%,103,39,80,136,134,0,17.9,11,39.10%,23,3.06,FOR vs VAL,2019-06-15,4t5rc4kgrbfy8qpv5lrlignsa,15377,dd2vf0yzjm7jm7cak9tf11sa2:1052398,FOR vs VAL (2019-06-15)
164,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,4,4,7,4,0,0,0,0,0,0,0,0,3,0,0,0,2,6,51,20,344,148,125,1.59,0,0,1.56,2,2,4,14,18,11,1,0,54,4,0,0,535,45,6,17,10,49,74.20%,15,7,43,6,4,4,0,7,6,2,0,0,0,1,1,0,1,1,0,0,4,0,0,2,2,1,0,3,2,2,0,2,1,1,0,0,0,1,2,2,9,112,201,222,18,37.20%,79.40%,148,28,97,123,178,1,20.6,8,60.90%,23,1.87,EDM vs VAL,2019-06-02,4rnwigdpceglolacgssquoaqy,15378,73xrv2025rnj0t3y9ayp83bec:1052395,EDM vs VAL (2019-06-02)
165,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,1,2,4,2,9,3,0,0,0,0,0,0,0,0,3,0,0,0,4,5,64,11,342,132,135,1.48,0,0,0.93,2,1,5,9,14,5,0,0,52,5,0,0,533,48,4,9,11,46,54.20%,22,12,38,9,2,5,5,5,6,1,0,1,0,0,0,0,3,3,0,0,3,0,0,2,1,0,0,3,3,0,1,0,0,1,1,0,0,2,7,0,7,149,174,210,20,37.70%,78.10%,135,55,77,101,171,0,21.9,11,52.90%,34,4.28,EDM vs CAV,2019-06-15,4so3z44cz30hfid178rwth27e,15381,73xrv2025rnj0t3y9ayp83bec:1052397,EDM vs CAV (2019-06-15)
166,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,5,1,1,0,7,2,0,0,1,1,2,1,2,0,1,1,0,3,2,9,67,18,340,141,114,2.31,3,2,2.07,3,3,2,9,11,12,2,2,64,8,0,0,532,56,11,16,6,54,77.10%,19,10,55,5,3,11,5,4,10,5,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,2,1,1,1,0,0,0,2,0,0,1,2,2,10,139,180,213,25,44.10%,75.00%,121,49,85,113,158,2,20,8,35.70%,28,0.93,CAV vs YK9,2019-08-22,58o6zzicprr1k9tfa96qsyo2y,15382,41ewt71n8fqwy6trsqta1bjvu:1052437,CAV vs YK9 (2019-08-22)
166,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,0,2,2,1,9,3,0,0,2,0,0,0,0,0,3,0,0,0,2,6,96,20,323,92,115,1.4,0,0,1.02,2,2,2,4,6,15,0,0,70,7,0,0,532,66,10,10,7,34,76.90%,7,1,42,8,2,9,5,7,9,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,15,163,152,217,24,46.40%,64.10%,111,37,59,96,165,0,23.6,6,53.30%,45,0.77,CAV vs FOR,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,15377,41ewt71n8fqwy6trsqta1bjvu:2031832,CAV vs FOR (2019-11-02)
168,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,8,5,3,2,0,5,2,0,0,0,0,0,0,0,0,1,1,0,0,4,7,80,29,336,93,134,1.93,0,0,1.84,3,3,6,7,13,19,0,0,63,14,0,0,531,60,2,6,7,39,36.40%,23,5,44,6,2,11,2,5,6,1,1,2,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,0,2,0,4,13,121,184,226,20,50.60%,67.60%,118,47,62,108,166,0,21.7,14,70.50%,44,0.52,CAV vs EDM,2019-08-17,56zs7u4qj42915nt1cp8grucq,15381,73xrv2025rnj0t3y9ayp83bec:1052433,CAV vs EDM (2019-08-17)
168,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,7,5,2,1,1,6,3,0,0,1,0,1,1,2,0,2,0,2,0,6,5,64,25,327,136,102,1.89,2,1,1.45,4,3,1,8,9,19,2,1,53,12,2,1,531,45,6,12,8,56,66.70%,29,15,50,1,4,9,2,2,7,1,0,3,0,1,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,4,108,205,218,18,43.10%,72.80%,130,34,74,111,166,0,19.3,9,51.90%,27,1.25,FOR vs HFX,2019-09-15,5dzgbpowfq3bfc0jp50nxi0yy,15377,5gmx3o5y2oc0i6rowjwtu7jvu:1052452,FOR vs HFX (2019-09-15)
170,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,3,3,2,0,7,4,1,1,2,0,1,0,0,0,0,0,1,0,5,8,66,14,368,139,149,1.78,1,0,0.6,2,1,2,4,6,7,2,0,38,2,0,0,526,49,2,12,10,34,77.80%,8,4,47,6,1,11,4,1,10,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,3,5,2,6,134,137,255,15,34.80%,78.30%,162,56,70,90,207,0,19.6,4,29.60%,27,2.17,VAL vs CAV,2019-07-27,530lm3c4uulydfwbm4xgjk3my,15381,dd2vf0yzjm7jm7cak9tf11sa2:1052423,VAL vs CAV (2019-07-27)
171,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,2,2,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,4,66,32,332,134,100,0.55,1,1,0.52,1,1,0,3,3,8,0,0,55,1,0,0,524,46,8,14,18,62,75.90%,19,7,53,4,4,7,5,3,3,3,1,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,0,2,1,2,1,2,0,1,0,0,0,0,1,8,10,76,228,220,7,44.90%,70.50%,116,26,92,141,156,0,20.5,7,65.60%,32,0.86,EDM vs FOR,2019-06-27,4xcxod07s7mr6wtsej0ymo60a,15377,73xrv2025rnj0t3y9ayp83bec:1052406,EDM vs FOR (2019-06-27)
